Date,avg_Temperature,GARCH_Temperature,Wiener_Temperature
2023-01-01,-1.2702684,-2.4691221257604266,-1.0626026822592913
2023-01-02,-1.420196,-2.8089611840982194,-1.38053847142669
2023-01-03,-1.5726497,-4.033530801989167,-2.673965969928858
2023-01-04,-1.7239335,-1.1716140015063,-0.5084445260643804
2023-01-05,-1.8670142,-2.8201511552978302,-2.873505128851356
2023-01-06,-1.9948952,-0.45411800435032923,-1.0999251330465114
2023-01-07,-2.102947,-0.36523138275060973,-5.828896535179319
2023-01-08,-2.1896894,-1.1520733420242826,-1.501938518459332
2023-01-09,-2.2560904,-1.9597526902717803,-2.053997269698439
2023-01-10,-2.3043895,0.4543170594521291,-1.5023552419966826
2023-01-11,-2.3377633,-2.5867164937565246,0.35309292562893146
2023-01-12,-2.3588579,-3.663295809081821,-1.7308621075144544
2023-01-13,-2.3699086,-4.14968009909046,-2.532512713803565
2023-01-14,-2.3721645,-0.9291282393783107,-2.424234017268137
2023-01-15,-2.366037,-3.950470948688526,1.0938339082835555
2023-01-16,-2.351208,-2.1839197391926217,-2.375184420149249
2023-01-17,-2.3266177,-1.1944273311703104,-1.9050629433957946
2023-01-18,-2.2902086,0.3401379586070825,0.6428912649020102
2023-01-19,-2.2389724,0.011479121923998026,-4.681161016484181
2023-01-20,-2.1695962,-1.2143692210540735,-2.7342988935232375
2023-01-21,-2.0781732,-3.064001763139367,-1.739472516578259
2023-01-22,-1.9605176,-1.3784237321125823,-2.176718298396521
2023-01-23,-1.813444,2.1827326241166802,-3.0989481134372783
2023-01-24,-1.6359293,-1.108796335778766,-1.7280674411096888
2023-01-25,-1.4303633,-3.477552518789476,-2.397672786392533
2023-01-26,-1.2021843,-0.9570184199356895,-2.246137011896383
2023-01-27,-0.9590167,-1.351779052615164,-0.9434755269986411
2023-01-28,-0.7088705,1.0917428948198087,-1.3008879501551962
2023-01-29,-0.45943227,1.7517633028749664,-1.7985259603508692
2023-01-30,-0.21638528,-3.3565180002915214,0.1085814334700757
2023-01-31,0.01698836,0.8140573466462201,-1.0110856325280966
2023-02-01,0.23889765,-1.5389360995051717,0.41167475364296524
2023-02-02,0.44835022,0.6062935521369307,2.969834051258471
2023-02-03,0.64487,1.1019254171212236,1.616782317531559
2023-02-04,0.8283025,1.3047184000738379,2.974247728415461
